ISBN13,Role,Name
9781442450707,By (author),Jr. Bill Martin
9781442450707,", By (author)",John Archambault
9781442450707,", Illustrated by",Lois Ehlert
9781442457027,By (author),Joyce
9781442459953,By (author),Ursula K Le Guin
9781442468405,By (author),Cassandra Clare
9781442497016,By (author),Brandon Mull
9781442497047,By (author),Brandon Mull
9781442497078,By (author),Brandon Mull
9781442497108,By (author),Brandon Mull
9781443100809,By (author),Robert Munsch
9781443100809,", Illustrated by",Michael Martchenko
9781443411691,By (author),Dennis Lee
9781443411691,", By (author)",Juan Wijngaard
9781443411691,", Illustrated by",Frank Newfeld
9781443411691,", Illustrated by",David M McPhail
9781444001143,By (author),Francesca Simon
9781444001143,", Illustrated by",Tony Ross
9781444002263,By (author),Francesca Simon
9781444002263,", Illustrated by",Tony Ross
9781444004236,By (author),Rene Goscinny
9781444004236,", Illustrated by",Albert Uderzo
9781444004250,By (author),Albert Uderzo
9781444004267,By (author),Albert Uderzo
9781444004755,By (author),Rene Goscinny
9781444004755,", Illustrated by",Albert Uderzo
9781444004908,By (author),Rene Goscinny
9781444004908,", Illustrated by",Albert Uderzo
9781444008388,By (author),Rene Goscinny
9781444008388,", Illustrated by",Albert Uderzo
9781444013849,By (author),Francesca Simon
9781444013849,", Illustrated by",Tony Ross
9781444015928,By (author),Francesca Simon
9781444015928,", Illustrated by",Tony Ross
9781444180466,By (author),Ric Pimentel
9781444180466,", By (author)",Terry Wall
9781444722963,By (author),Lauren Oliver
9781444723007,By (author),Lauren Oliver
9781444728880,By (author),John Grisham
9781444754346,By (author),Jodi Picoult
9781444906844,By (author),David Melling
9781444908657,By (author),Enid Blyton
9781444909319,By (author),Caryl Hart
9781444909319,", Illustrated by",Alex T. Smith
9781444910582,By (author),Enid Blyton
9781444910599,By (author),Enid Blyton
9781444910865,By (author),Kes Gray
9781444910865,", Illustrated by",Jim Field
9781444913439,By (author),Enid Blyton
9781444913446,By (author),Enid Blyton
9781444913446,", Read by",Esther Wane
9781444916256,By (author),Enid Blyton
9781444916256,", Illustrated by",Jamie Littler
9781444916287,By (author),Enid Blyton
9781444916287,", Illustrated by",Jamie Littler
9781444916294,By (author),Enid Blyton
9781444916294,", Illustrated by",Jamie Littler
9781444916300,By (author),Enid Blyton
9781444916300,", Illustrated by",Jamie Littler
9781444916324,By (author),Enid Blyton
9781444916324,", Illustrated by",Jamie Littler
9781444916416,By (author),Enid Blyton
9781444916430,By (author),Enid Blyton
9781444919578,By (author),Kes Gray
9781444919578,", Illustrated by",Jim Field
9781444919592,By (author),Kes Gray
9781444919592,", By (author)",Claire Gray
9781444919592,", Illustrated by",Jim Field
9781444919639,By (author),Neal Layton
9781444921724,By (author),Julian Gough
9781444921724,", Illustrated by",Jim Field
9781444923841,By (author),Julie Plec
9781444924848,By (author),Enid Blyton
9781444924855,By (author),Enid Blyton
9781444924862,By (author),Enid Blyton
9781444924862,", By (author)",Anne Digby
9781444929720,By (author),Enid Blyton
9781444929874,By (author),Enid Blyton
9781444929881,By (author),Enid Blyton
9781444932072,By (author),Alex T. Smith
9781444932928,By (author),Enid Blyton
9781444932935,By (author),Enid Blyton
9781444934809,By (author),Enid Blyton
9781444934847,By (author),Enid Blyton
9781444935325,By (author),Enid Blyton
9781444935356,By (author),Enid Blyton
9781444937367,By (author),Kes Gray
9781444937367,", Illustrated by",Jim Field
9781444939972,By (author),Enid Blyton
9781444940176,By (author),Enid Blyton
9781444942552,By (author),Enid Blyton
9781444944242,By (author),Kes Gray
9781444944242,", Illustrated by",Jim Field
9781444944587,By (author),Alex T. Smith
9781444944617,By (author),Alex T. Smith
9781444944662,By (author),Steve Antony
9781444948219,By (author),Peter Bently
9781444948219,", By (author)",Ian Fleming
9781444948219,", Illustrated by",Steve Antony
9781444948530,By (author),Kes Gray
9781444948530,", Illustrated by",Jim Field
9781444948745,By (author),Pamela Butchart
9781444949841,By (author),Lindsay Mattick
9781444949841,", By (author)",Josh Greenhut
9781444949841,", Illustrated by",Sophie Blackall
9781444952315,By (author),Louisa May Alcott
9781444952315,", By (author)",L. Frank Baum
9781444952315,", By (author)",Hans Christian Andersen
9781444952315,", By (author)",E. Nesbit
9781444952315,", By (author)",Charlotte Bronte
9781444952315,", By (author)",Enid Blyton
9781444952315,", By (author)",Lewis Carroll
9781444952315,", By (author)",Frances Hodgson Burnett
9781444952315,", By (author)",Brothers Grimm
9781444952315,", By (author)",L.M. Montgomery
9781444952469,By (author),Enid Blyton
9781444952476,By (author),Enid Blyton
9781444952773,By (author),Alice Oseman
9781444956368,By (author),Enid Blyton
9781444958188,By (author),Enid Blyton
9781444958195,By (author),Enid Blyton
9781444959451,By (author),Enid Blyton
9781444959468,By (author),Enid Blyton
9781444959475,By (author),Enid Blyton
9781444959543,By (author),Enid Blyton
9781444959543,", Illustrated by",Mark Beech
9781444963670,By (author),Enid Blyton
9781444965575,By (author),Enid Blyton
9781445128924,By (author),Mick Manning
9781445128924,", Illustrated by",Brita Granstroem
9781445128993,By (author),Mick Manning
9781445128993,", Illustrated by",Brita Granstroem
9781445129914,By (author),Sue Graves
9781445129914,", Illustrated by",Desideria Guicciardini
9781445156873,By (author),Simon Chapman
9781445158143,By (author),Nicola Morgan
9781445409955,By (author),Parragon Books Ltd
9781445429915,By (author),Parragon Book Service Ltd
9781445464800,By (author),Parragon Books Ltd
9781447208129,By (author),Steve Hartley
9781447209577,By (author),Julia Donaldson
9781447209577,", Illustrated by",Karen George
9781447214717,By (author),Gemma Merino
9781447214885,By (author),Gemma Merino
9781447220145,By (author),Julia Donaldson
9781447223436,By (author),Peter Bently
9781447223436,", Illustrated by",Penny Dann
9781447240204,By (author),Julia Donaldson
9781447240204,", Illustrated by",Lydia Monks
9781447243274,By (author),Chloe Inkpen
9781447243274,", By (author)",Mick Inkpen
9781447246220,By (author),MacMillan Children's Books
9781447257431,By (author),Emma Carlisle
9781447262756,By (author),Enid Blyton
9781447262763,By (author),Enid Blyton
9781447262770,By (author),Enid Blyton
9781447262794,By (author),Enid Blyton
9781447262824,By (author),Enid Blyton
9781447262923,By (author),Judy Blume
9781447263227,By (author),Rainbow Rowell
9781447277279,Illustrated by,Neiko Ng
9781447278887,By (author),Robert Sellers
9781447282556,By (author),Emily Gravett
9781447287896,By (author),Julia Donaldson
9781447287896,", Illustrated by",Nick Sharratt
9781447959007,By (author),Randy McGonegal
9781447959007,", By (author)",Patricia Tosto
9781447959007,", By (author)",William Ward
9781447959007,", By (author)",Brenda Parkes
9781447959069,By (author),Catrin Brown
9781447959069,", By (author)",Mike Ford
9781447980599,By (author),Marie-Laure Delvallee
9781447990659,By (author),Alan Law
9781447990659,", By (author)",Christos Halkiopoulos
9781447990659,", By (author)",Christian Bryan
9781447990703,By (author),Christian Bryan
9781447990703,", By (author)",Geoffrey Thomas
9781449407186,By (author),Lincoln Peirce
9781450708876,By (author),Don Smith
9781450708876,", Cover design or artwork by",Mike S Miller
9781450708876,", Illustrated by",Jacob Bear
9781450861915,Edited by,Publications International Ltd Publications International Ltd
9781451696196,By (author),Stephen Chbosky
9781452102191,By (author),Taro Gomi
9781452117218,By (photographer),Andrew Zuckerman
9781452117225,By (photographer),Andrew Zuckerman
9781452118345,By (author),Stefan Page
9781452118642,By (author),Steve Light
9781452125886,By (author),Fani Marceau
9781452126500,Illustrated by,Lorena Siminovich
9781452128993,By (author),Steve Light
9781452129006,By (author),Steve Light
9781452129006,", Illustrated by",Peter H. Reynolds
9781452129136,By (author),Imagebooks
9781452129136,", By (author)",Chronicle Books
9781452129150,By (author),Imagebooks
9781452129150,", By (author)",Chronicle Books
9781452129167,Created by,Chronicle Books
9781452129174,By (author),Chronicle Books
9781452129174,", By (author)",Imagebooks
9781452129297,Illustrated by,Betsy Snyder
9781452133966,By (author),Nina Laden
9781452134307,Illustrated by,Lorena Siminovich
9781452134314,Illustrated by,Lorena Siminovich
9781452140117,Illustrated by,Lorena Siminovich
9781452141886,By (author),Sara Gillingham
9781452141886,", Illustrated by",Alyssa Nassner
9781452142357,Illustrated by,Yu-hsuan Huang
9781452142364,Illustrated by,Yu-Hsuan Huang
9781452142906,By (author),Bob Marley
9781452142906,", By (author)",Cedella Marley
9781452142906,", Illustrated by",Vanessa Brantley-Newton
9781452145167,By (author),Xavier Deneux
9781452145174,By (author),Xavier Deneux
9781452145181,By (author),Xavier Deneux
9781452145198,By (author),Xavier Deneux
9781452146584,By (author),Molly Idle
9781452146980,By (author),Sherri Duskey Rinker
9781452146980,", Illustrated by",Tom Lichtenheld
9781452149141,By (author),Sherri Duskey Rinker
9781452149141,", Illustrated by",Tom Lichtenstein
9781452149158,By (author),Sherri Duskey Rinker
9781452149158,", Illustrated by",Tom Lichtenstein
9781452152431,By (author),Jack Wang
9781452152431,", By (author)",Holman Wang
9781452152448,By (author),Jack Wang
9781452152448,", By (author)",Holman Wang
9781452152455,By (author),Jack Wang
9781452152455,", By (author)",Holman Wang
9781452152462,By (author),Jack Wang
9781452152462,", By (author)",Holman Wang
9781452152486,By (author),Jack Wang
9781452152486,", By (author)",Holman Wang
9781452152493,By (author),Jack Wang
9781452152493,", By (author)",Holman Wang
9781452152516,By (author),Jack Wang
9781452152516,", By (author)",Holman Wang
9781452152554,By (author),Jack Wang
9781452152554,", By (author)",Holman Wang
9781452153162,By (author),Ethan Long
9781452153162,", By (author)",Sherri Duskey Rinker
9781452153186,By (author),Sherri Duskey Rinker
9781452153186,", Illustrated by",Ethan Long
9781452153209,By (author),Sherri Duskey Rinker
9781452153209,", Illustrated by",Ethan Long
9781452154732,By (author),Nina Laden
9781452154749,By (author),Nina Laden
9781452156125,Illustrated by,Yu-Hsuan Huang
9781452156613,Illustrated by,Vincent Mathy
9781452156620,Illustrated by,Vincent Mathy
9781452173801,By (author),Jill Twiss
9781452173801,", Illustrated by",Eg Keller
9781452176406,By (author),Mac Barnett
9781452176406,", Illustrated by",Carson Ellis
9781452178592,By (author),Herve Tullet
9781454910374,By (author),Inc. Sterling Publishing Co.
9781454910398,By (author),Inc. Sterling Publishing Co.
9781454910404,By (author),Inc. Sterling Publishing Co.
9781454910411,By (author),Inc. Sterling Publishing Co.
9781454910428,By (author),Inc. Sterling Publishing Co.
9781459815063,By (author),Victoria Miles
9781459815063,", Illustrated by",Elizabeth Gatt
9781460752241,By (author),Craig MacLean
9781463801243,By (author),Lucy Maud Montgomery
9781465414311,By (author),Dk
9781465417268,By (author),Dk
9781465417282,By (author),Dk
9781465417299,By (author),DK
9781465420343,By (author),DK
9781465420350,By (author),Dk
9781465420411,By (author),DK
9781465420428,By (author),Dk
9781465424624,By (author),DK
9781465428486,By (author),Dk
9781465428998,By (author),DK
9781465431813,By (author),Dk
9781465431844,By (author),DK
9781465432582,By (author),DK
9781465435538,By (author),DK
9781465435545,By (author),DK
9781465435798,By (author),Anita Ganeri
9781465436269,By (author),DK
9781465436276,By (author),DK
9781465443908,By (author),DK
9781465444523,By (author),DK
9781465444615,By (author),DK
9781465444660,By (author),Dk
9781465444677,By (author),DK
9781465444790,By (author),Dk
9781465444882,By (author),DK
9781465444905,By (author),DK
9781465444912,By (author),DK
9781465444929,By (author),DK
9781465444943,By (author),DK
9781465450715,By (author),DK
9781465450722,By (author),DK
9781465455178,By (author),DK
9781465456212,By (author),DK
9781465456229,By (author),DK
9781465456243,By (author),Dk
9781465456250,By (author),DK
9781465456700,By (author),DK
9781465456786,By (author),DK
9781465456809,By (author),DK
9781465456977,By (author),DK
9781465457028,By (author),DK
9781465457639,By (author),Dk
9781465459756,By (author),DK
9781465460837,By (author),Dk
9781465461407,By (author),DK
9781465461414,By (author),DK
9781465461421,By (author),DK
9781465462046,By (author),Dk
9781465462053,By (author),DK
9781465462350,By (author),DK
9781465463494,By (author),DK
9781465468413,By (author),DK
9781465468673,By (author),Dk
9781465472823,By (author),DK
9781465479594,By (author),DK
9781465480156,By (author),Dk
9781465484017,By (author),DK
9781465488398,By (author),DK
9781465489661,By (author),DK
9781465490889,By (author),DK
9781465496898,By (author),DK
9781471116650,By (author),Cassandra Clare
9781471143830,By (author),Rachel Renee Russell
9781471143847,By (author),Rachel Renee Russell
9781471144011,By (author),Rachel Renee Russell
9781471144028,By (author),Rachel Renee Russell
9781471144035,By (author),Rachel Renee Russell
9781471144769,By (author),Rachel Renee Russell
9781471145193,By (author),Skye Byrne
9781471158056,By (author),G. S. Prendergast
9781471162091,By (author),Cassandra Clare
9781471162091,", By (author)",Wesley Chu
9781471164255,By (author),Philippa Gregory
9781471165870,By (author),Rachel Renee Russell
9781471166204,By (author),Adam Silvera
9781471171031,By (author),Benjamin Alire Saenz
9781471173158,By (author),Rachel Renee Russell
9781471173363,By (author),Rachel Renee Russell
9781471176395,By (author),Adam Silvera
9781471176395,", By (author)",Becky Albertalli
9781471182310,By (author),Rachael Lippincott
9781471182310,", By (author)",Mikki Daughtry
9781471182310,", By (author)",Tobias Iaconis
9781471184666,By (author),Becky Albertalli
9781471184666,", By (author)",Aisha Saeed
9781471188190,By (author),Christina Hammonds Reed
9781471189418,By (author),Shannon Messenger
9781471189494,By (author),Shannon Messenger
9781471190650,By (author),Valentina Camerini
9781471190650,", Translated by",Moreno Giovannoni
9781471190650,", Illustrated by",Veronica Carratello
9781471196720,By (author),Rupi Kaur
9781471401190,By (author),Elon Dann
9781471401473,By (author),Tom Easton
9781471402029,By (author),Maureen Johnson
9781471402197,By (author),Joe Ducie
9781471403040,By (author),Maureen Johnson
9781471403224,By (author),Maureen Johnson
9781471403958,By (author),Juno Dawson
9781471403989,By (author),E. Lockhart
9781471404283,By (author),Gareth P. Jones
9781471405839,By (author),Krystal Sutherland
9781471405969,By (author),E. Lockhart
9781471406362,By (author),Claudia Gray
9781471407017,By (author),Joelle Charbonneau
9781471408656,By (author),Holly Black
9781471409127,By (author),Elizabeth Acevedo
9781471409899,By (author),Krystal Sutherland
9781471410659,By (author),Holly Black
9781471412356,By (author),E. Lockhart
9781471868450,By (author),Ana de Castro
9781471880315,By (author),Paul Grace
9781471880315,", By (author)",Kenneth A Dailey
