id,guid,name,image,isbn,rating,review_count,book_format,language,price,description,stock_available,amazon_bestseller,bestseller_age1,bestseller_age2,bestseller_age3,bestseller_age4,bestseller_age5,bestseller_age6,most_borrowed,borrowed_age1,borrowed_age2,borrowed_age3,borrowed_age4,borrowed_age5,borrowed_age6,suggestion_age1,suggestion_age2,suggestion_age3,suggestion_age4,suggestion_age5,suggestion_age6,tag1,series_id,age_group_1,age_group_2,age_group_3,age_group_4,age_group_5,age_group_6
95,,Judy Moody and the Right Royal Tea Party,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/5362/9781536203325.jpg,9781536203325,4.14,272,Paperback,English,₹ 676.05,"Jolly smashing! Could the Moodys really have royal blood? Judy brings her new look to a comical episode about the ups and downs of exploring a family tree. Judy Moody is in a royal Purple Mountain Majesties mood. With Grandma Lou's help, she's dug up proof that some old-timey Moodys lived in merry olde England -- and if her grandpa's notes are right, Judy might even be related to the Queen herself! But when the branches of Judy's family tree get a few more shakes, some surprises come tumbling out. Crikey! Now Judy has some right royal family secrets she'd like to keep hidden away in a dungeon somewhere!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Judy Moody,90251,0,0,0,1,1,1
96,,Judy Moody and the Bucket List,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406381115.jpg,9781406381115,4.23,607,Paperback,English,"₹ 1,600.71","Another day. Another mood. Meet Judy Moody at her moodiest-best, in this laugh-a-minute thirteenth adventure in the international bestselling series. When Judy discovers Grandma Lou's ""Bucket List"", she comes up with her own list of things to accomplish before the Fourth Grade. That list leads Judy into an array of outlandish situations, and Judy can't help but wonder what it means that her grandmother's list is nearly complete.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Judy Moody,90251,0,0,0,1,1,1
97,,"Judy Moody, Mood Martian",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406380798.jpg,9781406380798,4.23,982,Paperback,English,₹ 681.46,"Another day. Another mood. Meet Judy Moody at her moodiest-best, in this laugh-a-minute twelfth adventure in the international bestselling series. On Backwards Day Judy Moody double-dares herself to become Queen of the Good Mood. Soon she's turning her frown upside down, making lemonade out of lemons and even being nice to her little brother. In fact, Judy becomes a NOT moody, cool-as-a-cucumber neat freak for one whole entire day. But when her combed hair, matching outfits and good moods hang around for days after, her friends begin to worry. Could this smiley Judy be an imposter?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Judy Moody,90251,0,0,0,1,1,1
98,,Judy Moody and the Bad Luck Charm,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406380781.jpg,9781406380781,4.22,"1,588",Paperback,English,₹ 639.92,"Another day. Another mood. Meet Judy Moody at her moodiest-best, in this laugh-a-minute eleventh adventure in the international bestselling series. Ever since Grandma Lou gave her that lucky penny, Judy can't stop winning - at bowling, spelling, the unbeatable Prize Claw, everything! For sure and absolute positive, she'll ride that wave of good fortune all the way to Washington DC. That is, until her lucky penny has an UNlucky accident. Has Judy's luck gone down the toilet for good?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Judy Moody,90251,0,0,0,1,1,1
99,,Judy Moody and the NOT Bummer Summer,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406380774.jpg,9781406380774,Not known,,Paperback,English,₹ 681.46,"Prepare for the Judy Moodiest summer ever in in this laugh-a-minute tenth adventure in the international bestselling series. Roar! It's bad enough that Mum and Dad are heading to California, leaving Judy and Stink with Aunt Awful (er, Opal), but now Judy's two best friends are going splitsville on her too. Just when it looks like her summer is going to be boring-with-a-capital B, eureka! Judy (with some help from Aunt Opal) comes up with the most thrill-a-delic plan ever. Get ready for tightrope walking, roller coaster riding, a treasure hunt to find Judy's teacher, a midnight stakeout, a runaway ice-cream truck and a hunt for Bigfoot.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Judy Moody,90251,0,0,0,1,1,1
100,,"Judy Moody, Girl Detective",https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406380767.jpg,9781406380767,Not known,,Paperback,English,₹ 660.70,"Meet Judy Moody at her moodiest-best, in this laugh-a-minute ninth adventure in the international bestselling series. Judy is in a sleuthing, Nancy Drew kind of mood. So what's a WBMS (world's best mystery solver) to do? Go find a mystery, that's what! And she doesn't have to snoop for long: when Mr Chips, a beloved crime-dog-in-training, goes missing, Judy Drewdy and her chums, Agents Dills Pickle (Frank), Spuds Houdini (Rocky) and James Madagascar (Stink) find themselves in a real, honest-to-jeepers mystery. Watch out for red herrings - and clever references to classic Nancy Drew mysteries - as Eagle Eye Moody and company are hot on the case!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Judy Moody,90251,0,0,0,1,1,1
101,,Judy Moody Goes to College,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4063/9781406380750.jpg,9781406380750,Not known,,Paperback,English,₹ 708.54,"Another day. Another mood. Meet Judy Moody at her moodiest-best, in this laugh-a-minute eighth adventure in the international bestselling series. Judy Moody's maths skills need improving (not to mention her attitude!) in the eighth book in the internationally bestselling series, perfect for fans of Jacqueline Wilson, Judy Blume and Lauren Child. Judy doesn't want to see a private maths tutor. But when Judy meets her tutor - a crucial college student with an uber-funky sense of style - and gets a glimpse of college life, her attitude soon changes. Before long she's acing her maths tests. Say goodbye to Judy Moody, and hello to Ms College.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
102,,Mission Unpluckable (the Bad Guys: Episode 2),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7601/9781760154127.jpg,9781760154127,4.36,"4,936",Paperback,English,"₹ 2,017.90","The Bad Guys are back with a daring plan to rescue 10,000 chickens from a high-security cage farm! But how do you rescue chickens when one of you is known as The Chicken Swallower? Join the Bad Guys as they return for more dodgy good deeds with a new member of the team. And watch out for the super villain who might just be the end of them! Good deeds. Whether you like it or not.",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
103,,The Furball Strikes Back (the Bad Guys: Episode 3),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7601/9781760157265.jpg,9781760157265,4.37,"3,869",Paperback,English,"₹ 2,015.37","I wish I'd had these books as a kid. Hilarious!-Dav Pilkey, Creator of Captain Underpants and Dog Man. The Bad Guys are about to have a very bad day! Mr Wolf and his bad, bad buddies have messed with the wrong guinea pig. And this nasty little furball wants revenge! Will they survive? Will they be heroes? And will they just stop trying to eat each other? It's time to put on your baddest pair of chuckle-pants and find out in the Bad Guys Episode 3!",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
104,,Attack of the Zittens (the Bad Guys: Episode 4),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7601/9781760158774.jpg,9781760158774,4.37,"3,591",Paperback,English,"₹ 2,015.37","I wish I'd had these books as a kid. Hilarious! - Dav Pilkey, Creator of Captain Underpants and Dog Man. It's a Zombie Kitten Apocalypse! Should you panic? Should you cry? Should you poop your pants? No! Just sit back and watch the fur fly as the world's baddest good guys take on Mad Marmalade's meowing monsters! Laugh-out-loud story filled with cool stuff-good guys, bad guys, action, adventure, zombie kittens and a shark in a dolphin suit!",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
105,,Intergalactic Gas (the Bad Guys: Episode 5),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7602/9781760279479.jpg,9781760279479,4.41,"3,053",Paperback,English,"₹ 2,015.37","I wish I'd had these books as a kid. Hilarious! Dav Pilkey, Creator of Captain Underpants and Dog Man.The bad news? The world is ending. The good news? The Bad Guys are back to save it! Sure, they might have to 'borrow' a rocket ... And there might be something nasty in one of the spacesuits ... And Mr Piranha might have eaten too many bean burritos ... But seriously, how bad can it be? How bad?! Super Bad. It's one small step for the Sort-Of-International-League-Of-Good-Guys-Guys. It's one giant leap for The Bad Guys.",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
106,,The Bad Guys: Episode 1,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/4071/9781407170565.jpg,9781407170565,4.2,"10,951",Paperback,English,₹ 756.45,"They sound like the Bad Guys, they look like the Bad Guys... and they even smell like the Bad Guys. But Mr Wolf, Mr Piranha, Mr Snake and Mr Shark are about to change all of that - whether you want them to or not! Mr Wolf has a daring plan for the Bad Guys' first good mission. The gang are going to break 200 dogs out of the Maximum Security City Dog Pound. Will Operation Dog Pound go smoothly? Will the Bad Guys become the Good Guys? And will Mr Snake please stop swallowing Mr Piranha?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
107,,Alien vs Bad Guys (the Bad Guys: Episode 6),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7602/9781760279486.jpg,9781760279486,4.43,"2,728",Paperback,English,"₹ 2,015.37","One by one, the Bad Guys are vanishing. Taken by a creature with way too many teeth and far too many bottoms. Is this the end? Maybe. But will it be funny? You bet your butts it will!",1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
108,,Do-You-Think-He-Saurus?! (the Bad Guys: Episode 7),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7602/9781760279493.jpg,9781760279493,4.41,"2,314",Paperback,English,"₹ 2,015.37","The dawn of time! Nothing on Earth could rival the terrifying power of the dinosaurs. Except maybe that Wolf over there ... yeah, the one standing next to the Snake and the Shark and that other sardiney-looking thing. Huh?! This is all wrong. This is all bad. This is all awesome. It's time to get your Jurassic on, baby. It's time ... for The Bad Guys Episode 7! Plus! Bonus pages! An exclusive behind-the-scenes peek into Mad Marmalade's world!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
109,,The Bad Guys. Superbad #8,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3381/9781338189636.jpg,9781338189636,4.41,"2,177",Paperback,English,₹ 729.44,"NOW A MAJOR MOTION PICTURE! I wish I'd had these books as a kid. Hilarious! -- Dav Pilkey, creator of Captain Underpants and Dog ManThey may look like Bad Guys, but these wannabe heroes are doing good deeds...whether you like it or not! This New York Times bestselling illustrated series is perfect for fans of Dog Man and Captain Underpants.The Bad Guys have strangely acquired SUPERPOWERS! But their powers might be, well, defective. They can only do things like blow their own pants off in public. Not exactly what you'd call hero-caliber skills.Defective or not, the Bad Guys have a job to do. With Dr. Marmalade ready to destroy the world, Mr. Wolf, Mr. Snake, Mr. Piranha, and Mr. Shark finally have their chance to be (super)heroes! And this time, they may just get some help...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
110,,The Big Bad Wolf (the Bad Guys: Episode 9),https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/7429/9781742993737.jpg,9781742993737,4.37,"2,053",Paperback,English,"₹ 2,015.37","The sky goes dark. The city trembles. The screams begin ... and everyone's favourite Wolf has a lof ot explaining to do. Big? Yep. Bad? You betcha. Unmissable? Yesssssssssss. But seriously, will someone tell those whiny Three Little Pig dudes to stop saying 'We told you so'? Get under a table and put on a sensible helmet-this is The Bad Guys Episode 9!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
111,,The Bad Guys in the Baddest Day Ever (the Bad Guys #10) : Volume 10,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338305845.jpg,9781338305845,4.45,"1,816",Paperback,English,₹ 768.21,"NOW A MAJOR MOTION PICTURE! I wish I'd had these books as a kid. Hilarious! -- Dav Pilkey, creator of Captain Underpants and Dog ManThey may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not! This New York Times bestselling illustrated series is perfect for fans of Dog Man and Captain Underpants.All hail Crown Prince Marmalade! Surrender to his evil magnificence! Kneel before his butt-handed glory! Or...like...DON'T! The Bad Guys and even Badder Girls might have been knocked down, but does that mean they'll stay down? No way, chicos! Pull on your party pants-it's the ultimate battle between Bad and BAAAAAAD!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
112,,The Bad Guys in Dawn of the Underlord (the Bad Guys #11) : Volume 11,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338329483.jpg,9781338329483,4.34,"1,200",Paperback,English,₹ 901.02,"NOW A MAJOR MOTION PICTURE! I wish I'd had these books as a kid. Hilarious! -- Dav Pilkey, creator of Captain Underpants and Dog ManThey may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not! This New York Times bestselling illustrated series is perfect for fans of Dog Man and Captain UnderpantsThe Bad Guys - sorry, Shadow Squad-G - have finally saved the world from butt-handed evil. And now it's time to celebrate! But when one member of the team makes a shocking discovery, the party might be over sooner than everyone thinks...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
113,,The Bad Guys in the One?! (the Bad Guys #12) : Volume 12,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338329506.jpg,9781338329506,4.37,953,Paperback,English,₹ 901.02,"NOW A MAJOR MOTION PICTURE! I wish I'd had these books as a kid. Hilarious! -- Dav Pilkey, creator of Captain Underpants and Dog ManThey may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not! This New York Times bestselling illustrated series is perfect for fans of Dog Man and Captain Underpants.Seriously, WHAT is going on with Snake?! Terrible powers have been revealed! Evil allies have materialized! Inter-dimensional doors have opened! Shady-looking cloaks have been purchased! What is his deal?!And that's not all! Why does Agent Fox suddenly have a whole lot more backstory than we'd counted on?! Dang it! We need answers! WHAT IS GOING ON HERE?!Wolf and the gang are back. And things are worse than ever. Or badder than ever... if you think that sounds cooler and don't have a problem with bad grammar.BAD GUYS #12 WILL MELT YOUR BRAIN...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
114,,The Bad Guys in Cut to the Chase (the Bad Guys #13) : Volume 13,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/lrg/9781/3383/9781338329520.jpg,9781338329520,4.3,680,Paperback,English,₹ 868.84,"NOW A MAJOR MOTION PICTURE! I wish I'd had these books as a kid. Hilarious! -- Dav Pilkey, creator of Captain Underpants and Dog Man They may look like Bad Guys, but these wannabe heroes are doing good deeds... whether you like it or not in this New York Times bestselling illustrated series. A MYSTERIOUS DOORWAY! (Sure, it's in the grossest restaurant in the world, but that doesn't make it any less mysterious. OK?) Behold! What lies beyond?! An evil centipede? An alternate universe? A few decent explanations? VRRRING! NING! NING! NING! Hey, was that a CHAINSAW?! Let's see if you can read and run at the same time... GO! It's the Bad Guys' next adventure!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Bad Guys,119650,0,0,0,1,1,1
